DLiP-ID,Canonical SMILES(RDKit),MW,XLogP,HBA,HBD,PSA,nRotatableBonds,nRings,Common Target Pref Name,Active
T007YI,CN1CCN(C2=C(Cl)C(=O)N(c3ccc(Cl)c(Cl)c3)C2=O)CC1,374.655,3.15,4,0,43.86,2,3,Rad51/BRCA2,Active
T007YJ,C#C[C@H](CC(=O)OCC)NC(=O)CCC(=O)Nc1ccc(C(=N)N)cc1,358.398,0.701,5,4,134.37,9,1,Integrins,Active
T007YK,C#C[C@H](CC(=O)OCC)NC(=O)CCC(=O)Nc1ccc(C(=N)N)cc1,358.398,0.701,5,4,134.37,9,1,Integrins,Active
T007YL,CCCN(C(=O)C(CC(=O)O)C(=O)O)C1=C(C)CC(c2ccccc2)N(Cc2ccc(N)cc2)C1=O,493.56,2.248,5,3,141.24,10,3,Integrins,Inactive
T007YM,CCCN(C(=O)C(CC(=O)O)C(=O)O)C1=C(C)CC(c2ccccc2)N(Cc2ccc(N)cc2)C1=O,493.56,2.248,5,3,141.24,10,3,Integrins,Inactive
T007YN,CCCN(C(=O)C(CC(=O)O)C(=O)O)C1=C(C)CC(c2ccccc2)N(Cc2ccc(N)cc2)C1=O,493.56,2.248,5,3,141.24,10,3,Integrins,Inactive
T007YO,CCN(CC(=O)NCCOC1OC(COS(=O)(=O)[O-])C(OS(=O)(=O)[O-])C(OS(=O)(=O)[O-])C1OS(=O)(=O)[O-])C(=O)CCCCC(=O)[O-],751.674,-9.23999999999999,22,1,373.72,21,1,Neuropilin-1/VEGF-A,Inactive
T007YP,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C(\C)[C@H](O)C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)CC[C@H]1O,900.16,3.802,13,4,206.43,5,4,FKBP1A/FK506,Active
T007Z7,O=C(CCn1c(-c2cccc(Cl)c2)cc2ccccc21)NCCN1CCCC1,395.934,4.743,3,1,37.27,7,4,ZIPA/FTSZ,Inactive
C101A5,CC(O)(c1ccc(-c2ccc(S(=O)(=O)c3ccc(N)nc3)nc2Nc2ccccn2)nc1)C(F)(F)F,516.505,3.512,9,3,143.98,6,4,Glucokinase/Glucokinase regulatory protein,Active
T007YQ,O=C(Nc1ccc(C[C@H](/N=c2\c(O)c(O)\c2=N/Cc2ccccc2)C(=O)O)cc1)c1c(Cl)cncc1Cl,539.375,1.191,7,4,144.47,8,4,Integrins,Active
T007YR,O=C(Nc1ccc(C[C@H](/N=c2\c(O)c(O)\c2=N/Cc2ccccc2)C(=O)O)cc1)c1c(Cl)cncc1Cl,539.375,1.191,7,4,144.47,8,4,Integrins,Active
T007YS,O=C(Cc1ccc2nc(-c3ccnc4ccccc34)oc2c1)N1C[C@@H](F)C[C@H]1CO[C@H]1CC[C@H](C(=O)O)CC1,531.584,3.788,6,1,105.76,7,6,Integrins,Active
T007YT,O=C(Cc1ccc2nc(-c3ccnc4ccccc34)oc2c1)N1C[C@@H](F)C[C@H]1CO[C@H]1CC[C@H](C(=O)O)CC1,531.584,3.788,6,1,105.76,7,6,Integrins,Active
T007YU,CC(=O)N[C@@H]1CCN(c2cc(-c3ccc(Sc4ccccc4C(C)C)c(C(F)(F)F)c3)ccn2)C1,499.602,7.766,4,1,45.23,6,4,Integrins,Active
T007YV,N=C(N)NCCC[C@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](CC(=O)O)NC(=O)CNC1=O,629.675,0.397,8,9,265.01,8,3,Integrins,Inactive
C101A6,CC(O)(c1ccc(-c2ccc(S(=O)(=O)c3ccc(N)nc3)nc2Nc2cccnc2)nc1)C(F)(F)F,516.505,2.784,9,3,143.98,6,4,Glucokinase/Glucokinase regulatory protein,Active
T007YW,N=C(N)NCCC[C@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](CC(=O)O)NC(=O)CNC1=O,629.675,0.397,8,9,265.01,8,3,Integrins,Inactive
T007YX,CN1C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]1Cc1ccccc1,636.71,1.497,7,7,238.41,10,3,Integrins,Active
T007YY,CN1C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]1Cc1ccccc1,636.71,1.497,7,7,238.41,10,3,Integrins,Active
T007YZ,CCOc1ccccc1-n1c(CN2CCN(C(=O)c3ccco3)CC2)nc2cccc(OC)c2c1=O,488.544,3.105,8,0,90.04,7,5,HIF-1a/p300,Inactive
T007Z0,COc1cccc(OC)c1-c1ccc(C[C@H](NC(=O)[C@@]2(c3nc4ccccc4o3)CCCO2)C(=O)O)cc1,516.55,3.682,7,2,120.12,9,5,Integrins,Active
T007ZS,CC(=O)Nc1ccccc1SC(CC(=O)O)c1cccnc1,316.382,1.621,4,2,79.29,6,2,Integrins,Inactive
T007Z1,COc1cccc(OC)c1-c1ccc(C[C@H](NC(=O)[C@@]2(c3nc4ccccc4o3)CCCO2)C(=O)O)cc1,516.55,3.682,7,2,120.12,9,5,Integrins,Active
T007Z2,COc1cccc(OC)c1-c1ccc(C[C@H](NC(=O)[C@@]2(c3nc4ccccc4o3)CCCO2)C(=O)O)cc1,516.55,3.682,7,2,120.12,9,5,Integrins,Active
T007Z3,CN1Cc2cc(C(=O)NCCNc3ccccc3)ccc2N[C@@H](CC(=O)O)C1=O,396.447,2.034,5,4,110.77,7,3,Integrins,Inactive
T007Z4,CN1Cc2cc(C(=O)NCCNc3ccccc3)ccc2N[C@@H](CC(=O)O)C1=O,396.447,2.034,5,4,110.77,7,3,Integrins,Inactive
T007Z5,CNC(=O)c1c(-c2cccc(N3CCN(c4ccc(NS(=O)(=O)c5ccc(N[C@H](CCN(C)C)CSc6ccccc6)c([N+](=O)[O-])c5)cc4)CC3)c2)c(-c2ccc(Cl)cc2)cn1C,907.563,10.965,11,3,145.09,17,7,"BCL-like/BAX,BAK",Active
T007Z6,CNC(=O)c1c(-c2cccc(N3CCN(c4ccc(NS(=O)(=O)c5ccc(N[C@H](CCN(C)C)CSc6ccccc6)c([N+](=O)[O-])c5)cc4)CC3)c2)c(-c2ccc(Cl)cc2)cn1C,907.563,10.965,11,3,145.09,17,7,"BCL-like/BAX,BAK",Active
C101A7,CC(O)(c1ccc(-c2ccc(S(=O)(=O)c3ccc(N)nc3)nc2Nc2cccnc2)nc1)C(F)(F)F,516.505,2.784,9,3,143.98,6,4,Glucokinase/Glucokinase regulatory protein,Active
T007Z8,CCOC(=O)N1CCC(NC(=O)C(Cc2ccccc2)NS(=O)(=O)c2cccc3nsnc23)CC1,517.633,2.98,8,2,130.59,8,4,Integrins,Inactive
T007Z9,O=C(CCC1CCc2cc3c(nc2C1)NCCC3)NCC(C(=O)O)c1ccc2c(c1)OCC2,449.551,2.619,5,3,100.55,7,5,Integrins,Active
T007ZA,N#Cc1cccc(S(=O)(=O)N2C[C@H](N3CCCCCC3)C[C@H]2C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)c1,713.644,1.518,8,3,172.8,10,5,Integrins,Active
T007ZB,Cc1cc(-c2ccccc2)cc(C)c1S(=O)(=O)N[C@@H](CNC(=O)C1=NOC(CCCCNc2ncc[nH]2)C1)C(=O)O,582.683,3.361,8,5,174.87,14,4,Integrins,Active
T007ZD,CN1C(=O)C(Cc2nccc3c4ccccc4n(C)c23)C(=O)N(C)C1=O,350.378,0.964,5,0,75.51,2,4,P53/HDM2,Inactive
T007ZE,N#Cc1ccccc1Cn1c(-c2cscn2)nc2ccccc21,316.389,3.911,5,0,54.5,3,4,FKBP1A/FK506,Inactive
T007ZF,Cc1cc(C)c(C(=O)N[C@@H](CNC(=O)CO[C@@H]2C[C@@H](CNc3ccccn3)N(C(=O)OCc3ccccc3)C2)C(=O)O)c(C)c1,617.703,1.718,8,4,159.19,13,4,Integrins,Inactive
T007ZG,Cc1cc(C)c(C(=O)N[C@@H](CNC(=O)CO[C@@H]2C[C@@H](CNc3ccccn3)N(C(=O)OCc3ccccc3)C2)C(=O)O)c(C)c1,617.703,1.718,8,4,159.19,13,4,Integrins,Active
T007ZH,Cc1cc(C)c(C(=O)N[C@@H](CNC(=O)CO[C@@H]2C[C@@H](CNc3ccccn3)N(C(=O)OCc3ccccc3)C2)C(=O)O)c(C)c1,617.703,1.718,8,4,159.19,13,4,Integrins,Inactive
T007ZI,Cc1cc(C)c(C(=O)N[C@@H](CNC(=O)CO[C@@H]2C[C@@H](CNc3ccccn3)N(C(=O)OCc3ccccc3)C2)C(=O)O)c(C)c1,617.703,1.718,8,4,159.19,13,4,Integrins,Active
T007ZJ,Cc1cc(C)c(C(=O)N[C@@H](CNC(=O)CO[C@@H]2C[C@@H](CNc3ccccn3)N(C(=O)OCc3ccccc3)C2)C(=O)O)c(C)c1,617.703,1.718,8,4,159.19,13,4,Integrins,Inactive
T007ZK,N#Cc1c(-c2cccc(S)c2)c(NCCc2ccccc2)n2c(Cl)cccc12,403.938,7.024,4,2,40.23,5,4,Neuropilin-1/VEGF-A,Active
C1027W,CCCC/C=C\CCCCCc1cc(O)cc(O)c1C(C)=O,304.43,7.022,3,2,57.53,10,1,"BCL-like/BAX,BAK",Inactive
T007ZL,N=C(N)c1cccc(C(=O)NCC(=O)N2CCN(CC(=O)O)C(=O)[C@@H]2CC(=O)O)c1,419.394,-3.686,6,5,194.19,8,2,Integrins,Active
T007ZM,N=C(N)c1cccc(C(=O)NCC(=O)N2CCN(CC(=O)O)C(=O)[C@@H]2CC(=O)O)c1,419.394,-3.686,6,5,194.19,8,2,Integrins,Active
T007ZN,Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N[C@@H](CC(=O)N[C@@H](CC(=O)O)c2ccccc2)CC(C)C)cc1,558.679,4.503,4,5,136.63,13,3,Integrins,Inactive
T007ZO,Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N[C@@H](CC(=O)N[C@@H](CC(=O)O)c2ccccc2)CC(C)C)cc1,558.679,4.503,4,5,136.63,13,3,Integrins,Inactive
T007ZP,Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N[C@H](CC(=O)N[C@@H](CC(=O)O)c2ccccc2)CC(C)C)cc1,558.679,4.503,4,5,136.63,13,3,Integrins,Active
T007ZQ,Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N[C@H](CC(=O)N[C@@H](CC(=O)O)c2ccccc2)CC(C)C)cc1,558.679,4.503,4,5,136.63,13,3,Integrins,Active
T007ZR,CC(=O)Nc1ccccc1SC(CC(=O)O)c1cccnc1,316.382,1.621,4,2,79.29,6,2,Integrins,Active
T007ZT,Cc1c(C(=O)O)c(-c2cccc(N3CCN(c4ccc(NS(=O)(=O)c5ccc(N[C@H](CCN(C)C)CSc6ccccc6)c([N+](=O)[O-])c5)cc4)CC3)c2)c(-c2ccc(Cl)cc2)n1C1CC1,934.584999999999,11.954,11,3,153.29,18,8,"BCL-like/BAX,BAK",Active
T007ZU,COc1ccc(N2CCN(C(=O)Cc3csc4nc(-c5ccc(F)cc5)cn34)CC2)cc1,450.539,4.629,6,0,50.08,5,5,Integrins,Inactive
T007ZV,Nc1cc(C[C@H](NS(=O)(=O)c2cccc(C(F)(F)F)c2)C(=O)O)ccc1OCCCNc1ccccn1,538.548,1.373,7,4,143.64,12,3,Integrins,Active
T007ZW,Nc1cc(C[C@H](NS(=O)(=O)c2cccc(C(F)(F)F)c2)C(=O)O)ccc1OCCCNc1ccccn1,538.548,1.373,7,4,143.64,12,3,Integrins,Active
T007ZX,CCN(CC)c1ccc(C(=O)C(=O)N2C3CCCC2C2c4c(cc(OC)cc4OC)CCN2C3=O)cc1,505.615,3.835,6,0,79.39,7,5,FKBP1A/FK506,Active
T007ZY,O=C(NC[C@H](NC(=O)c1c(Cl)cc2c(c1Cl)CCN(C(=O)c1ccc(Cl)cc1)C2)C(=O)O)c1ccco1,564.809,3.798,5,3,128.95,7,4,Integrins,Active
T007ZZ,CC(C)N1Cc2cc(C(=O)NCc3nc4ccccc4[nH]3)ccc2N[C@@H](CC(=O)O)C1=O,435.484,2.474,5,4,127.42,6,4,Integrins,Active
T00800,C1=C/[C@@H]2[C@H](C[C@@H]3CCCC[C@H]32)NCCCN[C@@H]2C[C@@H]3CCCC[C@H]3[C@@H]2/C=C/1,368.609,6.366,2,2,24.06,0,5,HIF-1a/p300,Active
T00801,CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)CCCCCCC(=O)N2CC[C@H]3CC[C@@H](C(=O)NC(c4ccccc4)c4ccccc4)N3C(=O)[C@@H](NC(=O)[C@H](C)NC)C2)CC[C@H]2CC[C@@H](C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O,1093.384,5.826,10,6,221.7,21,8,XIAP/SMAC,Active
C005DQ,COc1ccc(Cn2c(=O)oc3ccc(C)cc32)cc1,269.3,3.195,4,0,44.37,3,3,MIF/CD74 (Macrophage migration inhibitory factor and HLA-DR antigens-associated invariant chain),Inactive
T00802,CCCOc1nc(N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)nc(OC)n1,521.361,1.49,9,3,148.45,11,3,Integrins,Active
T00803,CCCOc1nc(N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)nc(OC)n1,521.361,1.49,9,3,148.45,11,3,Integrins,Active
T00804,Cc1nc(-c2ccc(N)cn2)nc(O)c1F,220.207,0.576,5,2,84.92,1,2,HIF-1a/p300,Inactive
T00805,O=C(NCc1ccc2c(c1)OCO2)C(Cc1ccccc1)NS(=O)(=O)c1cccc2nsnc12,496.57,3.4,8,2,119.51,8,5,Integrins,Inactive
T00806,N=C(N)c1ccc(/C=C/c2ccc3c(c2)CCN(CC(=O)O)C3=O)cc1,349.39,0.875,3,3,107.48,5,3,Integrins,Active
T00807,N=C(N)c1ccc(/C=C/c2ccc3c(c2)CCN(CC(=O)O)C3=O)cc1,349.39,0.875,3,3,107.48,5,3,Integrins,Active
T00808,N=C(N)c1ccc(/C=C\c2ccc3c(c2)CCN(CC(=O)O)C3=O)cc1,349.39,0.875,3,3,107.48,5,3,Integrins,Active
T00809,N=C(N)c1ccc(/C=C\c2ccc3c(c2)CCN(CC(=O)O)C3=O)cc1,349.39,0.875,3,3,107.48,5,3,Integrins,Active
T0080B,Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N2CCC[C@H]2C(N)=O)C(C)C)cc1,707.829,1.631,7,7,229.13,16,3,Integrins,Active
T0080C,Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N2CCC[C@H]2C(N)=O)C(C)C)cc1,707.829,1.631,7,7,229.13,16,3,Integrins,Active
T0080D,COC1OC(CNC(=O)CN(C(C)=O)c2ccccc2)C(OS(=O)(=O)[O-])C(OS(=O)(=O)[O-])C1OS(=O)(=O)[O-],605.554,-5.267,16,1,267.16,12,2,Neuropilin-1/VEGF-A,Inactive
T0080E,O=C(O)CCC1CC1c1ccc(OCc2ccc3c(n2)NCCC3)cc1,352.434,3.899,4,2,71.45,7,4,Integrins,Active
T0080F,O=C(COc1ccc2c(c1)OCO2)N1CCOCC1,265.265,0.34,5,0,57.23,3,3,FKBP1A/FK506,Inactive
T0080G,Cc1ccc(S(=O)(=O)N2CCN(C(=O)CSc3nnc(C)c(=O)[nH]3)C2c2ccccc2)cc1,485.591,2.217,7,1,116.33,6,4,Integrins,Inactive
T0080I,CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)c(CO)nn1-c1ccc(Oc2ccccc2)cc1,790.942,9.094,8,2,130.83,12,8,"BCL-like/BAX,BAK",Active
T0080J,CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)c(CO)nn1-c1ccc(Oc2ccccc2)cc1,790.942,9.094,8,2,130.83,12,8,"BCL-like/BAX,BAK",Active
T0080K,COCCOCCN1C(=O)[C@H](c2ccc(Cl)cc2)N(Cc2ccc(Cl)cc2O)C(=O)c2cc(I)ccc21,655.316,5.238,5,1,79.31,9,4,P53/HDM2,Active
T0080L,O=C(Nc1ccc(C[C@H](NC(=O)C2CCC(=O)N2Cc2ccccc2)C(=O)O)cc1)c1cccnc1O,502.527,0.472,6,4,148.93,9,4,Integrins,Active
C101A8,CC(O)(c1ccc(-c2ccc(S(=O)(=O)c3ccc(N)nc3)nc2Nc2ccncc2)nc1)C(F)(F)F,516.505,2.784,9,3,143.98,6,4,Glucokinase/Glucokinase regulatory protein,Active
T0080M,O=C(Nc1ccc(C[C@H](NC(=O)C2CCC(=O)N2Cc2ccccc2)C(=O)O)cc1)c1cccnc1O,502.527,0.472,6,4,148.93,9,4,Integrins,Active
T0080N,COc1ccccc1-c1ccc(C[C@H](NC(=O)[C@@]2(CC(=O)N3CCOCC3)CCCO2)C(=O)O)cc1,496.56,1.768,6,2,114.4,9,4,Integrins,Active
T0080O,COc1ccccc1-c1ccc(C[C@H](NC(=O)[C@@]2(CC(=O)N3CCOCC3)CCCO2)C(=O)O)cc1,496.56,1.768,6,2,114.4,9,4,Integrins,Active
T0081E,CC(C)(C)OC(=O)N[C@H](CCCN=C(N)N)C(=O)N1CCCC(C(=O)NCCC(=O)O)C1,456.544,-0.494,6,5,189.44,10,1,Integrins,Active
T0080P,COc1ccccc1-c1ccc(C[C@H](NC(=O)[C@@]2(CC(=O)N3CCOCC3)CCCO2)C(=O)O)cc1,496.56,1.768,6,2,114.4,9,4,Integrins,Active
T0080Q,CN1CC(CCCOc2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2)C1,465.377,4.53,4,2,78.87,10,3,Integrins,Active
T0080R,CN1CC(CCCOc2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2)C1,465.377,4.53,4,2,78.87,10,3,Integrins,Active
T0080S,COc1ccc(NC(=S)Nc2ccc3c(c2)C(=O)OC3)cc1,314.366,2.796,4,2,59.59,3,3,Cyclophilins,Inactive
T0080T,O=C(O)CC(NC(=O)C1CCCN(C(=O)CCC2CCNCC2)C1)c1cncc(-c2cccs2)c1,498.649,1.201,6,3,111.63,9,4,Integrins,Active
T0080U,O=C(O)CC(NC(=O)C1CCCN(C(=O)CCC2CCNCC2)C1)c1cncc(-c2cccs2)c1,498.649,1.201,6,3,111.63,9,4,Integrins,Active
T0080V,O=C(NS(=O)(=O)c1ccc(Oc2ccccc2)cc1)c1cccc(-c2ccc(Cl)cc2Cl)c1,498.387,7.139,4,1,72.47,6,4,"BCL-like/BAX,BAK",Active
T0080W,O=C(/C=C/c1cccc(Sc2ccc(Cl)cc2Cl)c1)NCCCn1ccnc1,432.376,5.552,4,1,46.92,8,3,Integrins,Active
T0080Z,CCCCN(CCCC)c1c(N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)c(=O)c1=O,561.466,3.284,7,3,128.7,14,3,Integrins,Active
T00817,OCCC1CCN(c2cc(-c3ccc(Sc4ccc5c(c4)OCCO5)c(C(F)(F)F)c3)ccn2)CC1,516.585,6.626,6,1,54.82,6,5,Integrins,Active
T00810,CCCCN(CCCC)c1c(N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)c(=O)c1=O,561.466,3.284,7,3,128.7,14,3,Integrins,Active
C101A9,CC(O)(c1ccc(-c2ccc(S(=O)(=O)c3ccc(N)nc3)nc2Nc2ccncc2)nc1)C(F)(F)F,516.505,2.784,9,3,143.98,6,4,Glucokinase/Glucokinase regulatory protein,Active
T00811,O=C(CNC(=O)c1cnc(NC(=O)NCc2ccccc2)o1)NC[C@H](NC(=O)OCc1ccccc1)C(=O)O,538.517,0.404,8,6,200.99,12,3,Integrins,Inactive
T00812,O=C(CNC(=O)c1cnc(NC(=O)NCc2ccccc2)o1)NC[C@H](NC(=O)OCc1ccccc1)C(=O)O,538.517,0.404,8,6,200.99,12,3,Integrins,Inactive
T00813,O=C(CNC(=O)c1cnc(NC(=O)NCc2ccccc2)o1)NC[C@H](NC(=O)OCc1ccccc1)C(=O)O,538.517,0.404,8,6,200.99,12,3,Integrins,Inactive
T00814,O=C(CNC(=O)c1cnc(NC(=O)NCc2ccccc2)o1)NC[C@H](NC(=O)OCc1ccccc1)C(=O)O,538.517,0.404,8,6,200.99,12,3,Integrins,Inactive
T00815,O=C(CNC(=O)c1cnc(NC(=O)NCc2ccccc2)o1)NC[C@H](NC(=O)OCc1ccccc1)C(=O)O,538.517,0.404,8,6,200.99,12,3,Integrins,Inactive
T00818,C#C[C@H](CC(=O)O)NC(=O)CN1CC[C@H](CCc2ccc3c(n2)NCCC3)C1=O,398.463,0.424,5,3,111.63,8,3,Integrins,Active
T00819,CC(C)(C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCc1ccccc1,680.854,4.159,5,8,194.09,16,4,P53/HDM2,Inactive
T0081A,Cc1nc2cc(C(CC(=O)O)Cc3csc(CCCc4ccc5c(n4)NCCC5)n3)ccc2s1,492.67,3.35,7,2,88.0,9,5,Integrins,Active
T0081B,Cc1nc2cc(C(CC(=O)O)Cc3csc(CCCc4ccc5c(n4)NCCC5)n3)ccc2s1,492.67,3.35,7,2,88.0,9,5,Integrins,Active
T0081C,Cc1nc2cc(C(CC(=O)O)Cc3csc(CCCc4ccc5c(n4)NCCC5)n3)ccc2s1,492.67,3.35,7,2,88.0,9,5,Integrins,Inactive
T0081D,Cc1cn(C[C@H](NC(=O)OCc2ccccc2)C(=O)O)c(=O)nc1N1CCC(CNc2ccccn2)CC1,520.59,2.638,9,3,138.68,10,4,Integrins,Active
T0081F,CC(C)(C)OC(=O)N[C@H](CCCN=C(N)N)C(=O)N1CCCC(C(=O)NCCC(=O)O)C1,456.544,-0.494,6,5,189.44,10,1,Integrins,Active
T0081G,N=C(N)c1ccc(C(=O)Nc2ccc3c(c2)CCC(CC(=O)O)C3)cc1,351.406,3.268,3,4,116.27,5,3,Integrins,Active
T0081H,N=C(N)c1ccc(C(=O)Nc2ccc3c(c2)CCC(CC(=O)O)C3)cc1,351.406,3.268,3,4,116.27,5,3,Integrins,Active
T0081I,CC(C)c1ccc(SCC(=O)O)cc1,210.298,3.286,2,1,37.3,4,1,FKBP1A/FK506,Inactive
T0081J,C[C@@]1(C(=O)N[C@@H](Cc2ccc(-c3ccccc3S(C)(=O)=O)cc2)C(=O)O)CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1,639.579,5.059,6,2,137.92,9,4,Integrins,Active
T0081K,C[C@@]1(C(=O)N[C@@H](Cc2ccc(-c3ccccc3S(C)(=O)=O)cc2)C(=O)O)CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1,639.579,5.059,6,2,137.92,9,4,Integrins,Active
T0081L,O=C(O)COc1cccc(C(=O)N2CCC3(CC2)CCN(c2ccncc2)C3)c1,395.459,2.613,5,1,82.97,5,4,Integrins,Active
T0081M,O=C(O)COc1cccc(C(=O)N2CCC3(CC2)CCN(c2ccncc2)C3)c1,395.459,2.613,5,1,82.97,5,4,Integrins,Active
T0081N,C=C(C)C(=O)NCCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(C)=O)[C@@H](C)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(=O)c1nnn(-c2ccc(OC)cc2)n1)C(=O)N[C@@H](CO)C(N)=O,1880.193,2.76,25,25,703.6,58,6,p53/MDMX,Active
C101AA,CC(O)(c1ccc(-c2ccc(S(=O)(=O)c3ccc(N)nc3)nc2Oc2ccccc2)nc1)C(F)(F)F,516.501,4.305,8,2,128.29,6,4,Glucokinase/Glucokinase regulatory protein,Active
T0081O,C=C(C)C(=O)NCCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(C)=O)[C@@H](C)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(=O)c1nnn(-c2ccc(OC)cc2)n1)C(=O)N[C@@H](CO)C(N)=O,1880.193,2.76,25,25,703.6,58,6,P53/HDM2,Active
T0081P,O=C(O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)[C@@H]1CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1,516.359,3.38,6,2,146.92,8,3,Integrins,Active
T0081Q,O=C(O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)[C@@H]1CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1,516.359,3.38,6,2,146.92,8,3,Integrins,Active
T0081R,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H]1CSSC[C@@H](C(=O)O)NC(=O)CNC1=O,442.519,-2.189,8,6,170.85,5,2,Integrins,Inactive
T0081S,N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H]1CSSC[C@@H](C(=O)O)NC(=O)CNC1=O,442.519,-2.189,8,6,170.85,5,2,Integrins,Inactive
T0081T,O=C(O)CC(NC(=O)c1ccc(CCC(=O)NC2=NCCCN2)s1)c1cc(F)cc(F)c1,464.494,1.732,6,4,119.89,8,3,Integrins,Active
T0081U,O=C(O)CC(NC(=O)c1ccc(CCC(=O)NC2=NCCCN2)s1)c1cc(F)cc(F)c1,464.494,1.732,6,4,119.89,8,3,Integrins,Inactive
T0081V,COc1cc(CN(C)C)ccc1-c1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)c([N+](=O)[O-])c2)cc1,620.753,6.965,9,2,130.88,13,4,"BCL-like/BAX,BAK",Active
T0081W,COc1cc(CN(C)C)ccc1-c1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)c([N+](=O)[O-])c2)cc1,620.753,6.965,9,2,130.88,13,4,"BCL-like/BAX,BAK",Active
T0081X,Cc1cccc(C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cccc3Cl)cc2)C(=O)O)c1Cl,505.785,5.843,3,3,95.5,7,3,Integrins,Active
T0081Y,Cc1cccc(C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cccc3Cl)cc2)C(=O)O)c1Cl,505.785,5.843,3,3,95.5,7,3,Integrins,Active
