DLiP-ID,Target Pref Name
I0012C,BCL2-Like_BAX
I0012D,CD4_gp120
I0012I,MDM2-Like_P53
I0012J,BCL2-Like_BAX
I0012K,BCL2-Like_BAX
I0012L,MDM2-Like_P53
I0012M,LFA_ICAM
I0012N,MDM2-Like_P53
I0012O,MDM2-Like_P53
I0012Q,BCL2-Like_BAX
I0012R,IL2_IL2R
I0012S,MDM2-Like_P53
I0012T,MDM2-Like_P53
I0012U,XIAP_Smac
I0012V,MDM2-Like_P53
C0029E,Menin/Histone-lysine N-methyltransferase MLL
I0012W,MDM2-Like_P53
I0012X,CD80_CD28
I0012Y,VEGF_VEGFR
I0012Z,BCL2-Like_BAX
I00130,BCL2-Like_BAX
I00131,MDM2-Like_P53
I00132,MDM2-Like_P53
I00133,MDM2-Like_P53
I00134,BCL2-Like_BAX
I0013C,CD80_CD28
I00135,E2_E1
I00136,LEDGF_IN
C0007C,Menin/Histone-lysine N-methyltransferase MLL
I00137,MDM2-Like_P53
I00138,MDM2-Like_P53
I00139,MDM2-Like_P53
C003XV,Tumour suppressor p53/oncoprotein Mdm2
I0013A,LFA_ICAM
I0013B,BCL2-Like_BAX
I0013J,MDM2-Like_P53
I0013D,BCL2-Like_BAX
I0013E,MDM2-Like_P53
I0013F,CD4_gp120
I0013G,CD80_CD28
I0013H,XIAP_Smac
I0013I,CD80_CD28
I0013K,BCL2-Like_BAX
I0013L,BCL2-Like_BAX
I0013M,LFA_ICAM
I0013N,XIAP_Smac
I0013O,MDM2-Like_P53
I0013P,LEDGF_IN
I0014A,XIAP_Smac
I0013Q,MDM2-Like_P53
I0013R,UPAR_UPA
I0013S,CD4_gp120
I0013T,XIAP_Smac
I0013U,MDM2-Like_P53
I0013V,LFA_ICAM
I0013W,MDM2-Like_P53
I0013X,LFA_ICAM
I0013Y,BCL2-Like_BAX
I0013Z,CD80_CD28
I00140,LEDGF_IN
I00141,XIAP_Smac
I00142,XIAP_Smac
I00143,LFA_ICAM
I00144,BCL2-Like_BAX
I00145,BCL2-Like_BAX
I00146,MDM2-Like_P53
C002CJ,Importin subunit beta-1/Snurportin-1
I00147,BCL2-Like_BAX
I00148,BCL2-Like_BAX
I00149,CD4_gp120
I0014B,BCL2-Like_BAX
I0014C,CD4_gp120
T0021W,Integrins
I0014D,MDM2-Like_P53
I0014E,Beta-catenin_TCF-4
I0014F,MDM2-Like_P53
I0014G,MDM2-Like_P53
C002CK,Importin subunit beta-1/Snurportin-1
I0014H,XIAP_Smac
C000IU,Menin/Histone-lysine N-methyltransferase MLL
I0014I,LFA_ICAM
I0014J,MDM2-Like_P53
I0014K,LFA_ICAM
I0014L,MDM2-Like_P53
I0014M,CD4_gp120
I0014N,BCL2-Like_BAX
C0014V,Menin/Histone-lysine N-methyltransferase MLL
I0014O,MDM2-Like_P53
I0014P,BCL2-Like_BAX
I0014Q,LFA_ICAM
I0014S,BCL2-Like_BAX
I00163,CD4_gp120
I0014T,BCL2-Like_BAX
C0014W,Menin/Histone-lysine N-methyltransferase MLL
I0014U,BCL2-Like_BAX
I0014V,Beta-catenin_TCF-4
I0014W,BCL2-Like_BAX
I0014X,BCL2-Like_BAX
I0014Y,BCL2-Like_BAX
I0014Z,BCL2-Like_BAX
I00150,BCL2-Like_BAX
I00158,MENIN_MLL
I00151,CD80_CD28
I00152,XIAP_Smac
I00153,MDM2-Like_P53
I00154,BCL2-Like_BAX
I00155,XIAP_Smac
I00156,MDM2-Like_P53
I00157,MDM2-Like_P53
I00159,MDM2-Like_P53
I0015A,LFA_ICAM
I0015B,XIAP_Smac
I0015C,BCL2-Like_BAX
I0015D,BCL2-Like_BAX
I0015E,E2_E1
I0015F,MDM2-Like_P53
I0015G,XIAP_Smac
C002DM,Importin subunit beta-1/Snurportin-1
I0015H,MDM2-Like_P53
I0015I,BCL2-Like_BAX
I0015J,LEDGF_IN
I0015K,BCL2-Like_BAX
I00165,MDM2-Like_P53
I0015L,BCL2-Like_BAX
I0015M,LFA_ICAM
I0015N,MDM2-Like_P53
I0015O,MDM2-Like_P53
I0015P,BCL2-Like_BAX
I0015Q,BCL2-Like_BAX
I0015R,BCL2-Like_BAX
I0015S,XIAP_Smac
I0015T,CD80_CD28
I0015U,LEDGF_IN
I0015V,LFA_ICAM
I0015W,MDM2-Like_P53
I00164,BCL2-Like_BAX
C0015H,Menin/Histone-lysine N-methyltransferase MLL
C0000X,Menin/Histone-lysine N-methyltransferase MLL
I0015X,BCL2-Like_BAX
I0015Y,CD4_gp120
I0015Z,UPAR_UPA
I00160,LFA_ICAM
I00161,XIAP_Smac
T004NS,Integrins
I00162,MDM2-Like_P53
I00166,MDM2-Like_P53
I00167,CD80_CD28
I00168,LFA_ICAM
C002CL,Importin subunit beta-1/Snurportin-1
I00169,BCL2-Like_BAX
I0016A,MDM2-Like_P53
I0016B,XIAP_Smac
I0016C,MDM2-Like_P53
I0016E,MDM2-Like_P53
I0016F,Beta-catenin_TCF-4
I0016G,XIAP_Smac
I0016H,XIAP_Smac
I0016I,Bromodomain_Histone
I0016J,Bromodomain_Histone
I0016K,Bromodomain_Histone
I0016L,MDM2-Like_P53
I0016M,BCL2-Like_BAX
I0016N,BCL2-Like_BAX
I0016O,UPAR_UPA
I0016P,CD4_gp120
I0016Q,BCL2-Like_BAX
I00174,LEDGF_IN
I0016R,XIAP_Smac
I0016S,Myc_Max
I0016T,XIAP_Smac
I0016U,LEDGF_IN
I0016V,CD80_CD28
I0016W,XIAP_Smac
I00175,MDM2-Like_P53
I0016X,BCL2-Like_BAX
I0016Y,LFA_ICAM
I0016Z,LFA_ICAM
I00170,BCL2-Like_BAX
I00171,BCL2-Like_BAX
I00172,XIAP_Smac
I00173,CD4_gp120
I00176,MDM2-Like_P53
I00177,MDM2-Like_P53
I00178,LFA_ICAM
I00179,CD4_gp120
I0017A,BCL2-Like_BAX
I0017B,BCL2-Like_BAX
I0017Y,LFA_ICAM
I0017C,BCL2-Like_BAX
I0017D,BCL2-Like_BAX
I0017E,Bromodomain_Histone
I0017F,Bromodomain_Histone
I0017G,Bromodomain_Histone
I0017H,MDM2-Like_P53
I0017I,BCL2-Like_BAX
I0017J,MDM2-Like_P53
I0017K,BCL2-Like_BAX
I0017L,LFA_ICAM
I0017M,LFA_ICAM
I0017N,BCL2-Like_BAX
I0017O,BCL2-Like_BAX
I0017P,BCL2-Like_BAX
I0017Q,LFA_ICAM
I0017R,BCL2-Like_BAX
I0017S,BCL2-Like_BAX
I0017T,BCL2-Like_BAX
I0017U,XIAP_Smac
I0017Z,CD4_gp120
I00180,MDM2-Like_P53
I00181,LEDGF_IN
I00182,BCL2-Like_BAX
I00183,MDM2-Like_P53
I00184,MDM2-Like_P53
C000IW,Menin/Histone-lysine N-methyltransferase MLL
I00185,BCL2-Like_BAX
I00186,BCL2-Like_BAX
I00187,XIAP_Smac
I00188,BCL2-Like_BAX
I00189,BCL2-Like_BAX
I0018A,BCL2-Like_BAX
I0018B,BCL2-Like_BAX
I0018C,CD4_gp120
I0018D,MDM2-Like_P53
I0018E,Beta-catenin_TCF-4
I0018F,LFA_ICAM
I0018G,MDM2-Like_P53
I0018H,XIAP_Smac
I0018I,CD80_CD28
I0018J,LFA_ICAM
I0018K,XIAP_Smac
I0018L,LFA_ICAM
I0018M,LFA_ICAM
I0018N,CD80_CD28
I0018O,LFA_ICAM
I0018P,XIAP_Smac
I0018Q,MDM2-Like_P53
I0018R,MDM2-Like_P53
I0018S,LFA_ICAM
I0018T,LFA_ICAM
I0018U,LFA_ICAM
I0018V,LFA_ICAM
I0018Z,BCL2-Like_BAX
I00190,BCL2-Like_BAX
I00191,BCL2-Like_BAX
I00192,CD80_CD28
I00193,LFA_ICAM
I00194,MDM2-Like_P53
I00195,BCL2-Like_BAX
I00196,MDM2-Like_P53
I00197,LEDGF_IN
I00198,MDM2-Like_P53
C0015I,Menin/Histone-lysine N-methyltransferase MLL
I00199,MDM2-Like_P53
I0019A,MDM2-Like_P53
I0019B,MDM2-Like_P53
I0019C,XIAP_Smac
I0019D,LFA_ICAM
T0039Q,Integrins
I0019E,XIAP_Smac
I0019F,BCL2-Like_BAX
I0019G,BCL2-Like_BAX
I0019H,BCL2-Like_BAX
I0019I,BCL2-Like_BAX
I0019K,XIAP_Smac
I0019L,LFA_ICAM
I0019M,E2_E1
I0019N,XIAP_Smac
I0019O,LFA_ICAM
I0019P,CD4_gp120
I0019Q,LEDGF_IN
I001BS,MDM2-Like_P53
I0019R,LFA_ICAM
I0019S,XIAP_Smac
I0019T,MDM2-Like_P53
I0019U,LEDGF_IN
I0019V,CD4_gp120
I0019W,Bromodomain_Histone
I0019X,LFA_ICAM
I001DE,LEDGF_IN
I0019Y,CD4_gp120
I0019Z,XIAP_Smac
I001A0,LFA_ICAM
I001A1,MDM2-Like_P53
I001A2,MDM2-Like_P53
I001A3,BCL2-Like_BAX
I001A4,MDM2-Like_P53
I001A5,MDM2-Like_P53
I001A6,BCL2-Like_BAX
I001A7,XIAP_Smac
C000P0,Menin/Histone-lysine N-methyltransferase MLL
I001A8,BCL2-Like_BAX
I001A9,BCL2-Like_BAX
I001AA,LFA_ICAM
I001AB,XIAP_Smac
I001AC,BCL2-Like_BAX
I001AD,XIAP_Smac
I001AE,LFA_ICAM
I001AF,LFA_ICAM
I001AG,LFA_ICAM
I001BI,MDM2-Like_P53
I001AH,LFA_ICAM
I001AI,LFA_ICAM
I001AJ,XIAP_Smac
I001AK,LFA_ICAM
I001AL,MDM2-Like_P53
I001AM,NRP_VEGF
I001AN,MDM2-Like_P53
I001AO,BCL2-Like_BAX
C0015J,Menin/Histone-lysine N-methyltransferase MLL
I001AP,BCL2-Like_BAX
I001AQ,BCL2-Like_BAX
I001AR,CD4_gp120
I001AS,MDM2-Like_P53
I001AT,XIAP_Smac
I001AU,Bromodomain_Histone
I001BK,Bromodomain_Histone
I001AX,LFA_ICAM
I001AY,LFA_ICAM
I001AZ,BCL2-Like_BAX
I001B0,CD4_gp120
I001B1,MDM2-Like_P53
I001B2,CD4_gp120
I001B3,LFA_ICAM
I001BL,Bromodomain_Histone
I001B4,Beta-catenin_TCF-4
I001B5,MDM2-Like_P53
I001B6,XIAP_Smac
I001B7,XIAP_Smac
I001B8,XIAP_Smac
I001B9,MDM2-Like_P53
I001BA,CD4_gp120
I001BB,LFA_ICAM
I001BC,LFA_ICAM
I001BD,MDM2-Like_P53
I001BE,BCL2-Like_BAX
C0015K,Menin/Histone-lysine N-methyltransferase MLL
I001BF,BCL2-Like_BAX
I001BG,XIAP_Smac
I001BH,MENIN_MLL
I001BM,XIAP_Smac
I001BN,BCL2-Like_BAX
I001BO,BCL2-Like_BAX
I001BP,XIAP_Smac
I001BQ,XIAP_Smac
I001BR,XIAP_Smac
C000MD,Menin/Histone-lysine N-methyltransferase MLL
I001BT,BCL2-Like_BAX
I001BU,CD80_CD28
I001BV,LEDGF_IN
I001BX,MDM2-Like_P53
I001BY,MDM2-Like_P53
I001BZ,CD4_gp120
I001C0,CD80_CD28
I001C1,CD4_gp120
I001C2,CD80_CD28
I001C3,MDM2-Like_P53
I001C4,MDM2-Like_P53
I001C5,XIAP_Smac
I001C6,MDM2-Like_P53
I001C7,LFA_ICAM
C00042,Menin/Histone-lysine N-methyltransferase MLL
I001C8,MDM2-Like_P53
I001C9,LFA_ICAM
I001CA,Beta-catenin_TCF-4
I001CB,CD4_gp120
I001CC,IL2_IL2R
I001CD,BCL2-Like_BAX
I001CE,BCL2-Like_BAX
I001CF,Bromodomain_Histone
I001CG,Bromodomain_Histone
I001CH,Bromodomain_Histone
I001CI,BCL2-Like_BAX
C002CN,Importin subunit beta-1/Snurportin-1
I001CJ,BCL2-Like_BAX
I001CK,MDM2-Like_P53
I001CL,MDM2-Like_P53
I001CM,CD80_CD28
I001CN,MDM2-Like_P53
I001CO,LFA_ICAM
T004NT,Integrins
I001CP,IL2_IL2R
I001CQ,BCL2-Like_BAX
I001CR,BCL2-Like_BAX
C0004U,Menin/Histone-lysine N-methyltransferase MLL
I001CS,BCL2-Like_BAX
I001CT,BCL2-Like_BAX
I001CU,XIAP_Smac
I001CV,LFA_ICAM
I001CW,MDM2-Like_P53
I001CX,BCL2-Like_BAX
I001CY,BCL2-Like_BAX
I001CZ,BCL2-Like_BAX
C005E2,MIF/CD74 (Macrophage migration inhibitory factor and HLA-DR antigens-associated invariant chain)
I001D0,LEDGF_IN
I001D1,BCL2-Like_BAX
I001D2,Beta-catenin_TCF-4
I001D3,LFA_ICAM
I001D4,CD4_gp120
C002CO,Importin subunit beta-1/Snurportin-1
I001D5,XIAP_Smac
I001D6,LFA_ICAM
I001D7,BCL2-Like_BAX
I001D8,BCL2-Like_BAX
I001D9,BCL2-Like_BAX
I001DN,LFA_ICAM
I001DA,BCL2-Like_BAX
I001DB,IL2_IL2R
I001DC,MDM2-Like_P53
I001DD,LFA_ICAM
I001DF,MDM2-Like_P53
I001DG,LFA_ICAM
I001DH,LFA_ICAM
I001DI,BCL2-Like_BAX
C0015L,Menin/Histone-lysine N-methyltransferase MLL
I001DJ,LFA_ICAM
I001DK,MDM2-Like_P53
I001DY,Bromodomain_Histone
I001DL,BCL2-Like_BAX
I001DM,BCL2-Like_BAX
I001DO,MDM2-Like_P53
I001DP,MDM2-Like_P53
I001DQ,BCL2-Like_BAX
I001ED,MDM2-Like_P53
I001DR,BCL2-Like_BAX
I001DS,CD4_gp120
I001DT,XIAP_Smac
T0021X,Integrins
I001DU,LFA_ICAM
I001DV,MDM2-Like_P53
I001DW,Bromodomain_Histone
I001DX,Bromodomain_Histone
I001DZ,BCL2-Like_BAX
I001E0,BCL2-Like_BAX
I001E1,MDM2-Like_P53
I001E2,XIAP_Smac
I001E3,LEDGF_IN
I001E4,CD4_gp120
I001EC,MDM2-Like_P53
I001E5,LEDGF_IN
I001E6,MDM2-Like_P53
I001E7,CD4_gp120
I001E8,MDM2-Like_P53
I001E9,MDM2-Like_P53
I001EA,MDM2-Like_P53
I001EB,MDM2-Like_P53
I001EE,XIAP_Smac
I001EF,XIAP_Smac
I001EG,LFA_ICAM
I001EH,CD4_gp120
I001EI,BCL2-Like_BAX
I001EJ,LFA_ICAM
I001EK,LFA_ICAM
I001EN,MDM2-Like_P53
I001EO,CD80_CD28
C0004V,Menin/Histone-lysine N-methyltransferase MLL
I001EP,BCL2-Like_BAX
I001ER,CD4_gp120
I001ES,LFA_ICAM
I001ET,XIAP_Smac
I001EU,LFA_ICAM
T006ON,Integrins
I001EX,XIAP_Smac
I001EY,MDM2-Like_P53
I001EZ,LFA_ICAM
I001F0,LFA_ICAM
I001F1,BCL2-Like_BAX
C002DA,Importin subunit beta-1/Snurportin-1
I001F2,XIAP_Smac
I001F3,Bromodomain_Histone
C0002H,Menin/Histone-lysine N-methyltransferase MLL
I001F7,Beta-catenin_TCF-4
I001F8,BCL2-Like_BAX
I001F9,LEDGF_IN
I001FA,LFA_ICAM
I001FB,BCL2-Like_BAX
I001FC,CD4_gp120
I001FL,XIAP_Smac
I001FD,XIAP_Smac
I001FE,MDM2-Like_P53
I001FF,MDM2-Like_P53
I001FG,MDM2-Like_P53
I001FH,LFA_ICAM
I001FI,BCL2-Like_BAX
I001FJ,BCL2-Like_BAX
I001FM,XIAP_Smac
I001FN,MDM2-Like_P53
I001FO,LFA_ICAM
I001FP,MENIN_MLL
I001FQ,MENIN_MLL
I001FR,LFA_ICAM
I001FS,BCL2-Like_BAX
I001FT,BCL2-Like_BAX
I001FU,BCL2-Like_BAX
I001FV,Beta-catenin_TCF-4
I001FW,MDM2-Like_P53
I001FX,MDM2-Like_P53
I001FY,BCL2-Like_BAX
I001FZ,BCL2-Like_BAX
I001G0,BCL2-Like_BAX
I001G1,XIAP_Smac
C000KX,Menin/Histone-lysine N-methyltransferase MLL
I001G2,LFA_ICAM
I001G3,CD4_gp120
I001G4,BCL2-Like_BAX
I001ID,LEDGF_IN
I001G5,BCL2-Like_BAX
I001G6,MDM2-Like_P53
I001G7,MDM2-Like_P53
I001G8,MDM2-Like_P53
I001G9,MDM2-Like_P53
I001GA,Myc_Max
I001GB,XIAP_Smac
I001GC,BCL2-Like_BAX
I001GD,BCL2-Like_BAX
I001GE,MDM2-Like_P53
I001GF,Beta-catenin_TCF-4
I001GG,CD80_CD28
I001GH,MDM2-Like_P53
I001GI,Beta-catenin_TCF-4
I001GJ,XIAP_Smac
I001GK,XIAP_Smac
I001GL,XIAP_Smac
I001GM,MDM2-Like_P53
I001GN,Bromodomain_Histone
I001GO,Bromodomain_Histone
I001GP,XIAP_Smac
I001IL,MDM2-Like_P53
I001GQ,MDM2-Like_P53
C002DL,Importin subunit beta-1/Snurportin-1
I001GR,XIAP_Smac
I001GS,MDM2-Like_P53
I001GT,LFA_ICAM
I001GU,MDM2-Like_P53
C00036,Menin/Histone-lysine N-methyltransferase MLL
I001GV,CD4_gp120
I001GW,CD4_gp120
I001GX,BCL2-Like_BAX
I001GY,MDM2-Like_P53
I001GZ,BCL2-Like_BAX
I001H0,BCL2-Like_BAX
I001HB,MDM2-Like_P53
I001H1,BCL2-Like_BAX
I001H2,MDM2-Like_P53
I001IT,XIAP_Smac
I001H3,XIAP_Smac
I001H4,BCL2-Like_BAX
C003XW,Tumour suppressor p53/oncoprotein Mdm2
I001HC,LFA_ICAM
I001H5,BCL2-Like_BAX
I001H6,MDM2-Like_P53
I001H7,MDM2-Like_P53
I001H8,XIAP_Smac
I001J1,Bromodomain_Histone
I001H9,XIAP_Smac
I001HA,LFA_ICAM
C0004W,Menin/Histone-lysine N-methyltransferase MLL
I001HD,XIAP_Smac
I001HE,CD80_CD28
I001HF,BCL2-Like_BAX
C000KY,Menin/Histone-lysine N-methyltransferase MLL
I001HG,BCL2-Like_BAX
I001HH,BCL2-Like_BAX
C0015M,Menin/Histone-lysine N-methyltransferase MLL
I001HI,BCL2-Like_BAX
I001HJ,Beta-catenin_TCF-4
C000KZ,Menin/Histone-lysine N-methyltransferase MLL
I001HK,BCL2-Like_BAX
I001HL,LFA_ICAM
I001HM,XIAP_Smac
I001HN,CD4_gp120
I001HO,LFA_ICAM
C000L9,Menin/Histone-lysine N-methyltransferase MLL
I001HP,LFA_ICAM
I001HQ,CD4_gp120
I001HR,MDM2-Like_P53
I001HS,BCL2-Like_BAX
I001HT,BCL2-Like_BAX
I001HU,XIAP_Smac
I001HV,BCL2-Like_BAX
I001HW,BCL2-Like_BAX
I001HX,LFA_ICAM
I001HY,XIAP_Smac
C0015N,Menin/Histone-lysine N-methyltransferase MLL
I001I5,XIAP_Smac
I001HZ,BCL2-Like_BAX
I001I0,BCL2-Like_BAX
I001I1,LEDGF_IN
I001I2,MDM2-Like_P53
I001I3,BCL2-Like_BAX
T0039R,Integrins
I001I4,MDM2-Like_P53
I001I6,BCL2-Like_BAX
I001I7,MDM2-Like_P53
I001I8,LFA_ICAM
I001I9,CD4_gp120
I001IA,MDM2-Like_P53
I001IB,E2_E1
I001IC,XIAP_Smac
I001IE,XIAP_Smac
I001IF,BCL2-Like_BAX
I001IG,BCL2-Like_BAX
I001IH,LFA_ICAM
I001II,MDM2-Like_P53
I001IJ,BCL2-Like_BAX
I001IK,BCL2-Like_BAX
I001IM,BCL2-Like_BAX
I001IN,BCL2-Like_BAX
I001IO,XIAP_Smac
I001IP,LEDGF_IN
I001IQ,CD4_gp120
I001IR,LFA_ICAM
I001IS,CD4_gp120
I001IU,BCL2-Like_BAX
I001IV,BCL2-Like_BAX
I001IW,MDM2-Like_P53
I001IX,XIAP_Smac
I001IY,CD80_CD28
I001IZ,MDM2-Like_P53
I001J0,LFA_ICAM
I001J4,XIAP_Smac
I001J5,MDM2-Like_P53
I001J6,XIAP_Smac
I001J7,LFA_ICAM
I001J8,MDM2-Like_P53
I001J9,BCL2-Like_BAX
I001JA,LFA_ICAM
I001JB,XIAP_Smac
I001JC,MDM2-Like_P53
I001JD,LFA_ICAM
I001JE,CD80_CD28
I001JF,XIAP_Smac
I001JG,XIAP_Smac
I001JH,XIAP_Smac
I001JI,XIAP_Smac
I001JJ,MDM2-Like_P53
I001JK,CD80_CD28
I001JL,BCL2-Like_BAX
I001JM,XIAP_Smac
I001JN,Beta-catenin_TCF-4
I001JO,XIAP_Smac
I001JP,CD4_gp120
C003XX,Tumour suppressor p53/oncoprotein Mdm2
I001JQ,BCL2-Like_BAX
I001JR,BCL2-Like_BAX
I001JS,BCL2-Like_BAX
I001JT,XIAP_Smac
C00008,Menin/Histone-lysine N-methyltransferase MLL
I001JU,MDM2-Like_P53
C000OL,Menin/Histone-lysine N-methyltransferase MLL
I001JV,CD4_gp120
I001JW,LFA_ICAM
I001JX,LFA_ICAM
I001JY,Bromodomain_Histone
I001JZ,Bromodomain_Histone
I001K0,Bromodomain_Histone
I001K1,CD80_CD28
C00000,Menin/Histone-lysine N-methyltransferase MLL
C00002,Menin/Histone-lysine N-methyltransferase MLL
C00003,Menin/Histone-lysine N-methyltransferase MLL
C00004,Menin/Histone-lysine N-methyltransferase MLL
C00005,Menin/Histone-lysine N-methyltransferase MLL
C00006,Menin/Histone-lysine N-methyltransferase MLL
C00007,Menin/Histone-lysine N-methyltransferase MLL
C0000A,Menin/Histone-lysine N-methyltransferase MLL
C0000B,Menin/Histone-lysine N-methyltransferase MLL
C0000C,Menin/Histone-lysine N-methyltransferase MLL
C0000D,Menin/Histone-lysine N-methyltransferase MLL
C0000E,Menin/Histone-lysine N-methyltransferase MLL
C0000F,Menin/Histone-lysine N-methyltransferase MLL
C0000G,Menin/Histone-lysine N-methyltransferase MLL
C0000H,Menin/Histone-lysine N-methyltransferase MLL
C0000I,Menin/Histone-lysine N-methyltransferase MLL
C0000P,Menin/Histone-lysine N-methyltransferase MLL
C0000Q,Menin/Histone-lysine N-methyltransferase MLL
C0000R,Menin/Histone-lysine N-methyltransferase MLL
C0000S,Menin/Histone-lysine N-methyltransferase MLL
C0000T,Menin/Histone-lysine N-methyltransferase MLL
C0000U,Menin/Histone-lysine N-methyltransferase MLL
C0000V,Menin/Histone-lysine N-methyltransferase MLL
C000M0,Menin/Histone-lysine N-methyltransferase MLL
C0000W,Menin/Histone-lysine N-methyltransferase MLL
C00011,Menin/Histone-lysine N-methyltransferase MLL
C00012,Menin/Histone-lysine N-methyltransferase MLL
C00013,Menin/Histone-lysine N-methyltransferase MLL
C00014,Menin/Histone-lysine N-methyltransferase MLL
C00015,Menin/Histone-lysine N-methyltransferase MLL
C00016,Menin/Histone-lysine N-methyltransferase MLL
C00017,Menin/Histone-lysine N-methyltransferase MLL
C00018,Menin/Histone-lysine N-methyltransferase MLL
C00019,Menin/Histone-lysine N-methyltransferase MLL
C0001B,Menin/Histone-lysine N-methyltransferase MLL
C0001C,Menin/Histone-lysine N-methyltransferase MLL
C0001D,Menin/Histone-lysine N-methyltransferase MLL
C0001E,Menin/Histone-lysine N-methyltransferase MLL
C0001F,Menin/Histone-lysine N-methyltransferase MLL
C0001G,Menin/Histone-lysine N-methyltransferase MLL
C0001H,Menin/Histone-lysine N-methyltransferase MLL
C0001I,Menin/Histone-lysine N-methyltransferase MLL
C005DT,MIF/CD74 (Macrophage migration inhibitory factor and HLA-DR antigens-associated invariant chain)
C0001J,Menin/Histone-lysine N-methyltransferase MLL
C0001K,Menin/Histone-lysine N-methyltransferase MLL
C0001N,Menin/Histone-lysine N-methyltransferase MLL
C0001O,Menin/Histone-lysine N-methyltransferase MLL
C000MA,Menin/Histone-lysine N-methyltransferase MLL
C0001P,Menin/Histone-lysine N-methyltransferase MLL
C0001Q,Menin/Histone-lysine N-methyltransferase MLL
C0001R,Menin/Histone-lysine N-methyltransferase MLL
C0001S,Menin/Histone-lysine N-methyltransferase MLL
C0001X,Menin/Histone-lysine N-methyltransferase MLL
C0001Z,Menin/Histone-lysine N-methyltransferase MLL
C00020,Menin/Histone-lysine N-methyltransferase MLL
C00021,Menin/Histone-lysine N-methyltransferase MLL
C00022,Menin/Histone-lysine N-methyltransferase MLL
C00023,Menin/Histone-lysine N-methyltransferase MLL
C00024,Menin/Histone-lysine N-methyltransferase MLL
C00025,Menin/Histone-lysine N-methyltransferase MLL
C00026,Menin/Histone-lysine N-methyltransferase MLL
C0002A,Menin/Histone-lysine N-methyltransferase MLL
C0002B,Menin/Histone-lysine N-methyltransferase MLL
C0002C,Menin/Histone-lysine N-methyltransferase MLL
C0002E,Menin/Histone-lysine N-methyltransferase MLL
C0002F,Menin/Histone-lysine N-methyltransferase MLL
C0002G,Menin/Histone-lysine N-methyltransferase MLL
C0002P,Menin/Histone-lysine N-methyltransferase MLL
C0002Q,Menin/Histone-lysine N-methyltransferase MLL
C000MC,Menin/Histone-lysine N-methyltransferase MLL
C0002R,Menin/Histone-lysine N-methyltransferase MLL
C0002S,Menin/Histone-lysine N-methyltransferase MLL
C0002T,Menin/Histone-lysine N-methyltransferase MLL
C0002U,Menin/Histone-lysine N-methyltransferase MLL
C0002V,Menin/Histone-lysine N-methyltransferase MLL
C0002W,Menin/Histone-lysine N-methyltransferase MLL
C0002X,Menin/Histone-lysine N-methyltransferase MLL
C0002Y,Menin/Histone-lysine N-methyltransferase MLL
C0002Z,Menin/Histone-lysine N-methyltransferase MLL
C00030,Menin/Histone-lysine N-methyltransferase MLL
C00031,Menin/Histone-lysine N-methyltransferase MLL
C00032,Menin/Histone-lysine N-methyltransferase MLL
C00033,Menin/Histone-lysine N-methyltransferase MLL
C00034,Menin/Histone-lysine N-methyltransferase MLL
C00035,Menin/Histone-lysine N-methyltransferase MLL
C00037,Menin/Histone-lysine N-methyltransferase MLL
C00038,Menin/Histone-lysine N-methyltransferase MLL
C00039,Menin/Histone-lysine N-methyltransferase MLL
C0003A,Menin/Histone-lysine N-methyltransferase MLL
C0003B,Menin/Histone-lysine N-methyltransferase MLL
C0003C,Menin/Histone-lysine N-methyltransferase MLL
C0003D,Menin/Histone-lysine N-methyltransferase MLL
C0003E,Menin/Histone-lysine N-methyltransferase MLL
C0003F,Menin/Histone-lysine N-methyltransferase MLL
C0003G,Menin/Histone-lysine N-methyltransferase MLL
C0003H,Menin/Histone-lysine N-methyltransferase MLL
C0003I,Menin/Histone-lysine N-methyltransferase MLL
C0003K,Menin/Histone-lysine N-methyltransferase MLL
C0003L,Menin/Histone-lysine N-methyltransferase MLL
C0003M,Menin/Histone-lysine N-methyltransferase MLL
C0003N,Menin/Histone-lysine N-methyltransferase MLL
C0003O,Menin/Histone-lysine N-methyltransferase MLL
C0003P,Menin/Histone-lysine N-methyltransferase MLL
C0003Q,Menin/Histone-lysine N-methyltransferase MLL
C0003S,Menin/Histone-lysine N-methyltransferase MLL
C0003T,Menin/Histone-lysine N-methyltransferase MLL
C0003U,Menin/Histone-lysine N-methyltransferase MLL
C0003V,Menin/Histone-lysine N-methyltransferase MLL
C0003W,Menin/Histone-lysine N-methyltransferase MLL
C0003X,Menin/Histone-lysine N-methyltransferase MLL
C0003Z,Menin/Histone-lysine N-methyltransferase MLL
C00041,Menin/Histone-lysine N-methyltransferase MLL
C00043,Menin/Histone-lysine N-methyltransferase MLL
C00044,Menin/Histone-lysine N-methyltransferase MLL
C00045,Menin/Histone-lysine N-methyltransferase MLL
C00046,Menin/Histone-lysine N-methyltransferase MLL
C00047,Menin/Histone-lysine N-methyltransferase MLL
C00048,Menin/Histone-lysine N-methyltransferase MLL
C00049,Menin/Histone-lysine N-methyltransferase MLL
C0004H,Menin/Histone-lysine N-methyltransferase MLL
C0004X,Menin/Histone-lysine N-methyltransferase MLL
C0004I,Menin/Histone-lysine N-methyltransferase MLL
C0004J,Menin/Histone-lysine N-methyltransferase MLL
C0004K,Menin/Histone-lysine N-methyltransferase MLL
C0004P,Menin/Histone-lysine N-methyltransferase MLL
C0004T,Menin/Histone-lysine N-methyltransferase MLL
